"filename","Texture","run_id","C","sigma","pca_components","R2.cal","RMSE.cal","RPD.cal","RPIQ.cal","R2.val","RMSE.val","RPD.val","RPIQ.val","ME.val","MEC.val","CCC.val","training_time_sec"
"TC","Sa",34,8,0.0649795401084659,17,0.570010410640867,1.79156115896902,1.56594854380036,0.408029266174018,0.72809156437115,0.689614934913367,1.8989542988342,1.00474267945929,0.0324711140907888,0.722345425264589,0.827715343430688,62.5261623859406
"TC","Sa",35,32,0.0655465046170859,17,0.584665029163707,1.62748139370708,1.5713207990839,0.44278704216615,0.368033765974587,1.76070012216954,1.24901047522258,0.398005521313028,-0.0102805285631249,0.358197066473481,0.489687941733329,66.4430272579193
"TC","Sa",36,8,0.0632382254405497,17,0.598129917361098,1.59806015524914,1.59511320043355,0.42807730375666,0.377494525567449,1.76863711099638,1.25600804813657,0.436807354485949,-0.0353959639942562,0.365328473546005,0.494505810612523,69.5091013908386
"TC","Sa",37,8,0.058679150132757,17,0.713133696075888,1.02639037465119,1.87217856369343,0.691994571501486,0.238023739925163,3.03157440057739,1.11599342343677,0.246923399721751,-0.223017121205911,0.196084154834129,0.262994897135441,75.7967584133148
"TC","Sa",38,8,0.0705181722775261,16,0.598074450051394,1.6071439767892,1.6120384829587,0.451552529195202,0.416336685131213,1.63452445290246,1.2883452438761,0.419267737954665,-0.0582522742547852,0.396788875538511,0.520892061483987,69.1817662715912
"TC","Sa",39,16,0.0638017515249085,17,0.680644290510891,1.21779712472146,1.81037440851904,0.597617433746575,0.276389392029763,2.579729273598,1.14679012368998,0.276434425619162,-0.1239857602883,0.238682222475128,0.317044839612772,69.7116260528564
"TC","Sa",40,32,0.0695813900665307,17,0.638092920819329,1.21625283199776,1.68586202474326,0.569649380681791,0.254764608661036,2.81080823441476,1.14009322576596,0.278025241256884,-0.105277945896012,0.229712005820041,0.314397882660827,69.1343967914581
"TC","Sa",41,8,0.0680028314419821,17,0.606037031772789,1.58032237501277,1.60176452667995,0.458702794734614,0.300985994380543,1.9164911431155,1.18348413526501,0.354441262324719,-0.0458182465970142,0.285159782613747,0.394495803130826,63.9845774173737
"TC","Sa",42,8,0.0694959135580371,17,0.538615977996168,1.86269280233885,1.4977320715384,0.389791018727477,0.716681203921494,0.752038366057637,1.84403523965783,0.921844158874825,0.0338585340306806,0.705560937066839,0.810542394432074,63.8453342914581
"TC","Sa",43,4,0.0647842126662137,17,0.627863593772062,1.55250509356763,1.65118405675379,0.439829494169871,0.335981540388058,1.80124584490348,1.21156788072319,0.43588647669695,-0.0821951339595244,0.317915223795819,0.433710083962552,64.0693671703339
"TC","Sa",44,32,0.0678113372480875,17,0.552133274691422,1.78835638020755,1.51847940138641,0.407562719638359,0.500476679488643,1.20239206259024,1.41255254203802,0.583556280709678,0.051294410029275,0.498206955398973,0.654087803672437,62.7590930461884
"TC","Sa",45,16,0.0613461807934184,17,0.695841980732199,1.05063106619706,1.82685997652372,0.704582941926022,0.212745863737358,3.05806943066021,1.10853609634222,0.219854340375408,-0.136629194449608,0.185231592823275,0.25376248988482,67.3416695594788
"TC","Sa",46,32,0.0662003058098069,17,0.66781005000958,1.13436545914162,1.72973376877605,0.627799942479642,0.250387228235091,2.93295924091941,1.13542959880557,0.243160944772092,-0.123950806689057,0.223371298508913,0.304837295087203,71.3570961952209
"TC","Sa",47,32,0.0727403762314688,17,0.547376488624367,1.84835387297145,1.51271401806911,0.388709922113002,0.663902843499364,0.79844843100562,1.69807975293914,0.873932642864807,0.104431098200167,0.652769638957275,0.80628737808745,64.5854659080505
"TC","Sa",48,8,0.0671798586679562,17,0.595532327736166,1.71384512155406,1.58354624692239,0.41573578968088,0.491595715777185,1.2237781351509,1.39337840522839,0.594624177862329,-0.00764825975977318,0.484301689848587,0.626114194668929,57.8356697559357
